0,-0,0,0,0,9,174.3
0.2,0.977052,0.03184,-0.456686,0.520366,9,174.3
0.4,1.36297,0.06336,-0.618123,0.744843,9,174.3
0.6,1.65094,0.09456,-0.730908,0.920028,9,174.3
0.8,1.88782,0.12544,-0.818471,1.06935,9,174.3
1,2.09178,0.156,-0.889888,1.20189,9,174.3
1.2,2.27212,0.18624,-0.949818,1.3223,9,174.3
1.4,2.43438,0.21616,-1.00103,1.43335,9,174.3
1.6,2.58218,0.24576,-1.04533,1.53685,9,174.3
1.8,2.71802,0.27504,-1.08397,1.63405,9,174.3
2,2.84375,0.304,-1.11787,1.72587,9,174.3
2.2,2.96074,0.33264,-1.14773,1.81301,9,174.3
2.4,3.07006,0.36096,-1.17407,1.89599,9,174.3
2.6,3.17259,0.38896,-1.19734,1.97526,9,174.3
2.8,3.26902,0.41664,-1.21787,2.05115,9,174.3
3,3.35992,0.444,-1.23596,2.12396,9,174.3
3.2,3.44578,0.47104,-1.25185,2.19393,9,174.3
3.4,3.52701,0.49776,-1.26575,2.26127,9,174.3
3.6,3.60397,0.52416,-1.27782,2.32614,9,174.3
3.8,3.67694,0.55024,-1.28823,2.38871,9,174.3
4,3.74622,0.576,-1.29711,2.44911,9,174.3
4.2,3.81202,0.60144,-1.30457,2.50745,9,174.3
4.4,3.87455,0.62656,-1.31071,2.56383,9,174.3
4.6,3.934,0.65136,-1.31564,2.61836,9,174.3
4.8,3.99055,0.67584,-1.31943,2.67111,9,174.3
5,4.04432,0.7,-1.32216,2.72216,9,174.3
5.2,4.09548,0.72384,-1.3239,2.77158,9,174.3
5.4,4.14412,0.74736,-1.3247,2.81942,9,174.3
5.6,4.19038,0.77056,-1.32463,2.86575,9,174.3
5.8,4.23435,0.79344,-1.32373,2.91061,9,174.3
6,4.27613,0.816,-1.32206,2.95406,9,174.3
6.2,4.3158,0.83824,-1.31966,2.99614,9,174.3
6.4,4.35346,0.86016,-1.31657,3.03689,9,174.3
6.6,4.38916,0.88176,-1.31282,3.07634,9,174.3
6.8,4.423,0.90304,-1.30846,3.11454,9,174.3
7,4.45502,0.924,-1.30351,3.15151,9,174.3
7.2,4.4853,0.94464,-1.29801,3.18729,9,174.3
7.4,4.51388,0.96496,-1.29198,3.2219,9,174.3
7.6,4.54083,0.98496,-1.28546,3.25538,9,174.3
7.8,4.5662,1.00464,-1.27846,3.28774,9,174.3
8,4.59003,1.024,-1.27102,3.31902,9,174.3
8.2,4.61238,1.04304,-1.26315,3.34923,9,174.3
8.4,4.63328,1.06176,-1.25488,3.3784,9,174.3
8.6,4.65277,1.08016,-1.24623,3.40655,9,174.3
8.8,4.6709,1.09824,-1.23721,3.43369,9,174.3
9,4.6877,1.116,-1.22785,3.45985,9,174.3
9.2,4.70321,1.13344,-1.21817,3.48505,9,174.3
9.4,4.71747,1.15056,-1.20817,3.50929,9,174.3
9.6,4.73049,1.16736,-1.19789,3.53261,9,174.3
9.8,4.74233,1.18384,-1.18732,3.555,9,174.3
10,4.75299,1.2,-1.1765,3.5765,9,174.3
10.2,4.76253,1.21584,-1.16542,3.5971,9,174.3
10.4,4.77095,1.23136,-1.15411,3.61683,9,174.3
