0,-0,0,0,0,33,1614.07
0.2,1.16222,0.04788,-0.533232,0.628992,33,1614.07
0.4,1.62842,0.09552,-0.71869,0.90973,33,1614.07
0.6,1.97981,0.14292,-0.846985,1.13283,33,1614.07
0.8,2.27161,0.19008,-0.945725,1.32588,33,1614.07
1,2.5252,0.237,-1.0256,1.4996,33,1614.07
1.2,2.75156,0.28368,-1.0921,1.65946,33,1614.07
1.4,2.9572,0.33012,-1.14848,1.80872,33,1614.07
1.6,3.14637,0.37632,-1.19686,1.9495,33,1614.07
1.8,3.32202,0.42228,-1.23873,2.08329,33,1614.07
2,3.48629,0.468,-1.27515,2.21115,33,1614.07
2.2,3.64082,0.51348,-1.30693,2.33389,33,1614.07
2.4,3.78686,0.55872,-1.33471,2.45215,33,1614.07
2.6,3.92541,0.60372,-1.35899,2.56643,33,1614.07
2.8,4.0573,0.64848,-1.38017,2.67713,33,1614.07
3,4.18318,0.693,-1.39859,2.78459,33,1614.07
3.2,4.30363,0.73728,-1.41454,2.8891,33,1614.07
3.4,4.41911,0.78132,-1.42824,2.99088,33,1614.07
3.6,4.53004,0.82512,-1.4399,3.09014,33,1614.07
3.8,4.63676,0.86868,-1.4497,3.18706,33,1614.07
4,4.73958,0.912,-1.45779,3.28179,33,1614.07
4.2,4.83877,0.95508,-1.4643,3.37446,33,1614.07
4.4,4.93456,0.99792,-1.46936,3.4652,33,1614.07
4.6,5.02717,1.04052,-1.47306,3.5541,33,1614.07
4.8,5.11677,1.08288,-1.47551,3.64127,33,1614.07
5,5.20355,1.125,-1.47678,3.72678,33,1614.07
5.2,5.28766,1.16688,-1.47695,3.81071,33,1614.07
5.4,5.36922,1.20852,-1.47609,3.89313,33,1614.07
5.6,5.44837,1.24992,-1.47426,3.9741,33,1614.07
5.8,5.52522,1.29108,-1.47153,4.05369,33,1614.07
6,5.59987,1.332,-1.46794,4.13194,33,1614.07
6.2,5.67243,1.37268,-1.46353,4.20889,33,1614.07
6.4,5.74297,1.41312,-1.45837,4.28461,33,1614.07
6.6,5.81159,1.45332,-1.45248,4.35912,33,1614.07
6.8,5.87836,1.49328,-1.4459,4.43246,33,1614.07
7,5.94334,1.533,-1.43867,4.50467,33,1614.07
7.2,6.00661,1.57248,-1.43083,4.57579,33,1614.07
7.4,6.06822,1.61172,-1.42239,4.64583,33,1614.07
7.6,6.12824,1.65072,-1.4134,4.71484,33,1614.07
7.8,6.18671,1.68948,-1.40388,4.78284,33,1614.07
8,6.24369,1.728,-1.39385,4.84985,33,1614.07
8.2,6.29923,1.76628,-1.38333,4.91589,33,1614.07
8.4,6.35336,1.80432,-1.37236,4.981,33,1614.07
8.6,6.40613,1.84212,-1.36095,5.04519,33,1614.07
8.8,6.45758,1.87968,-1.34911,5.10847,33,1614.07
9,6.50775,1.917,-1.33688,5.17088,33,1614.07
9.2,6.55667,1.95408,-1.32426,5.23242,33,1614.07
9.4,6.60438,1.99092,-1.31127,5.29311,33,1614.07
9.6,6.65091,2.02752,-1.29793,5.35297,33,1614.07
9.8,6.69629,2.06388,-1.28426,5.41202,33,1614.07
10,6.74054,2.1,-1.27027,5.47027,33,1614.07
10.2,6.7837,2.13588,-1.25597,5.52773,33,1614.07
10.4,6.82579,2.17152,-1.24138,5.58442,33,1614.07
10.6,6.86684,2.20692,-1.2265,5.64034,33,1614.07
10.8,6.90687,2.24208,-1.21136,5.69552,33,1614.07
11,6.94591,2.277,-1.19595,5.74995,33,1614.07
11.2,6.98397,2.31168,-1.1803,5.80366,33,1614.07
11.4,7.02107,2.34612,-1.16442,5.85666,33,1614.07
11.6,7.05725,2.38032,-1.1483,5.90894,33,1614.07
11.8,7.09251,2.41428,-1.13198,5.96054,33,1614.07
12,7.12688,2.448,-1.11544,6.01144,33,1614.07
12.2,7.16037,2.48148,-1.09871,6.06167,33,1614.07
12.4,7.19301,2.51472,-1.08178,6.11122,33,1614.07
12.6,7.2248,2.54772,-1.06468,6.16012,33,1614.07
12.8,7.25576,2.58048,-1.0474,6.20836,33,1614.07
13,7.28592,2.613,-1.02996,6.25596,33,1614.07
13.2,7.31527,2.64528,-1.01236,6.30292,33,1614.07
13.4,7.34385,2.67732,-0.994605,6.34925,33,1614.07
13.6,7.37166,2.70912,-0.97671,6.39495,33,1614.07
13.8,7.39872,2.74068,-0.958678,6.44004,33,1614.07
14,7.42503,2.772,-0.940516,6.48452,33,1614.07
14.2,7.45062,2.80308,-0.92223,6.52839,33,1614.07
14.4,7.47549,2.83392,-0.903826,6.57167,33,1614.07
14.6,7.49966,2.86452,-0.88531,6.61435,33,1614.07
14.8,7.52314,2.89488,-0.866688,6.65645,33,1614.07
15,7.54593,2.925,-0.847965,6.69797,33,1614.07
15.2,7.56806,2.95488,-0.829148,6.73891,33,1614.07
15.4,7.58952,2.98452,-0.81024,6.77928,33,1614.07
15.6,7.61034,3.01392,-0.791248,6.81909,33,1614.07
15.8,7.63051,3.04308,-0.772176,6.85834,33,1614.07
16,7.65006,3.072,-0.753029,6.89703,33,1614.07
16.2,7.66898,3.10068,-0.733812,6.93517,33,1614.07
16.4,7.6873,3.12912,-0.714529,6.97277,33,1614.07
16.6,7.70501,3.15732,-0.695185,7.00983,33,1614.07
16.8,7.72213,3.18528,-0.675785,7.04634,33,1614.07
17,7.73866,3.213,-0.656332,7.08233,33,1614.07
17.2,7.75462,3.24048,-0.63683,7.11779,33,1614.07
17.4,7.77001,3.26772,-0.617285,7.15272,33,1614.07
17.6,7.78484,3.29472,-0.597698,7.18714,33,1614.07
17.8,7.79911,3.32148,-0.578076,7.22104,33,1614.07
18,7.81284,3.348,-0.55842,7.25442,33,1614.07
18.2,7.82603,3.37428,-0.538736,7.2873,33,1614.07
18.4,7.83869,3.40032,-0.519026,7.31967,33,1614.07
18.6,7.85083,3.42612,-0.499293,7.35153,33,1614.07
18.8,7.86244,3.45168,-0.479542,7.3829,33,1614.07
19,7.87355,3.477,-0.459776,7.41378,33,1614.07
19.2,7.88416,3.50208,-0.439998,7.44416,33,1614.07
19.4,7.89426,3.52692,-0.420211,7.47405,33,1614.07
19.6,7.90388,3.55152,-0.400418,7.50346,33,1614.07
19.8,7.91301,3.57588,-0.380623,7.53238,33,1614.07
20,7.92166,3.6,-0.360828,7.56083,33,1614.07
20.2,7.92983,3.62388,-0.341037,7.5888,33,1614.07
20.4,7.93754,3.64752,-0.321251,7.61629,33,1614.07
20.6,7.94479,3.67092,-0.301475,7.64331,33,1614.07
20.8,7.95158,3.69408,-0.28171,7.66987,33,1614.07
21,7.95792,3.717,-0.26196,7.69596,33,1614.07
21.2,7.96381,3.73968,-0.242227,7.72159,33,1614.07
21.4,7.96927,3.76212,-0.222514,7.74675,33,1614.07
21.6,7.97429,3.78432,-0.202824,7.77146,33,1614.07
21.8,7.97888,3.80628,-0.183158,7.79572,33,1614.07
22,7.98304,3.828,-0.163519,7.81952,33,1614.07
22.2,7.98678,3.84948,-0.143911,7.84287,33,1614.07
22.4,7.99011,3.87072,-0.124334,7.86577,33,1614.07
22.6,7.99302,3.89172,-0.104792,7.88823,33,1614.07
22.8,7.99553,3.91248,-0.0852867,7.91025,33,1614.07
23,7.99764,3.933,-0.0658204,7.93182,33,1614.07
23.2,7.99935,3.95328,-0.0463954,7.95296,33,1614.07
23.4,8.00067,3.97332,-0.0270139,7.97365,33,1614.07
23.6,8.0016,3.99312,-0.0076779,7.99392,33,1614.07
23.8,8.00214,4.01268,0.0116104,8.01375,33,1614.07
24,8.0023,4.032,0.0308489,8.03315,33,1614.07
24.2,8.00209,4.05108,0.0500356,8.05212,33,1614.07
24.4,8.0015,4.06992,0.0691686,8.07067,33,1614.07
24.6,8.00055,4.08852,0.0882457,8.08879,33,1614.07
24.8,7.99923,4.10688,0.107265,8.10649,33,1614.07
25,7.99755,4.125,0.126225,8.12378,33,1614.07
25.2,7.99551,4.14288,0.145123,8.14064,33,1614.07
25.4,7.99312,4.16052,0.163958,8.15708,33,1614.07
25.6,7.99038,4.17792,0.182728,8.17311,33,1614.07
25.8,7.9873,4.19508,0.201431,8.18873,33,1614.07
26,7.98387,4.212,0.220065,8.20394,33,1614.07
26.2,7.9801,4.22868,0.238628,8.21873,33,1614.07
26.4,7.976,4.24512,0.25712,8.23312,33,1614.07
26.6,7.97157,4.26132,0.275537,8.2471,33,1614.07
26.8,7.9668,4.27728,0.293879,8.26068,33,1614.07
27,7.96171,4.293,0.312144,8.27386,33,1614.07
27.2,7.9563,4.30848,0.33033,8.28663,33,1614.07
27.4,7.95057,4.32372,0.348436,8.299,33,1614.07
27.6,7.94452,4.33872,0.366459,8.31098,33,1614.07
27.8,7.93816,4.35348,0.384399,8.32256,33,1614.07
28,7.93149,4.368,0.402255,8.33375,33,1614.07
28.2,7.92451,4.38228,0.420023,8.34454,33,1614.07
28.4,7.91723,4.39632,0.437704,8.35494,33,1614.07
28.6,7.90965,4.41012,0.455295,8.36495,33,1614.07
28.8,7.90177,4.42368,0.472795,8.37457,33,1614.07
29,7.89359,4.437,0.490203,8.3838,33,1614.07
